"","id","use","flag","text"
"8694","C29","Wildlife Population Management","Maybe","
							 
						"
"8695","C29","All Terrain Vehicle Use, Off Trails","No","ATV off trails is not permitted except for direct retrieval of game."
"8696","C29","All Terrain Vehicle Use, On Trails","Yes","Existing use permitted to continue where it does not adversely affect the values being protected.  ATV use off trails is not permitted, except for direct retrieval of game."
"8697","C29","Campgrounds","Maybe","
							 
						"
"8698","C29","Food Gathering","Yes","
							 
						"
"8699","C29","Horseback Riding (trail)","Yes","Existing use on trails permitted."
"8700","C29","Hunting","Yes","Hunting is permitted in accordance with the Fish and Wildlife Conservation Act and regulations.  For more information, visit https://www.ontario.ca/hunting.  Some municipalities have by-laws that apply to hunting including restricting the discharge of firearms. Check with the local municipal office for details."
"8701","C29","Motor Boat Use, Commercial","Yes","
							 
						"
"8702","C29","Motor Boat Use, Private","Yes","
							 
						"
"8703","C29","Mountain Bike Use","Yes","Existing use on trails permitted."
"8704","C29","Non-motorized Recreation Travel","Yes","
							 
						"
"8705","C29","Rock Climbing","Maybe","
							 
						"
"8706","C29","Snowmobiling, Off Trails","No","Except for the direct retrieval of game."
"8707","C29","Snowmobiling, On Trails","Yes","Existing use permitted to continue where it does not adversely affect the values being protected."
"8708","C29","Sport Fishing","Yes","Recreational fishing is permitted in accordance with the Ontario Fishery Regulations. For more information, visit https://www.ontario.ca/fishing and review the Ontario Recreational Fishing Regulations Summary or Fish ON-Line to determine the seasons, catch limits and other restrictions that apply in this area including the location of fish sanctuaries."
"8709","C29","Trail Development, Existing","Yes","Existing authorized trails (e.g. hiking, skiing, snowmobiling) can continue unless there are significant demonstrated conflicts."
"8710","C29","Trail Development, New","Maybe","Development of trails for a variety of activities (e.g. hiking, cross-country skiing, cycling, horseback riding, snowmobiling) can be considered as part of planning for an individual reserve."
"8711","C37","Aggregate Extraction","No","
							 
						"
"8712","C37","Bait Fishing, Existing","No","
							 
						"
"8713","C37","Bait Fishing, New","No","
							 
						"
"8714","C37","Bear Hunting by Non-residents (guided), Existing","Yes","Existing authorized operations permitted to continue."
"8715","C37","Bear Hunting by Non-residents (guided), New","No","New Bear Management Areas cannot be created."
"8716","C37","Commercial Fishing, Existing","No","
							 
						"
"8717","C37","Commercial Fishing, New","No","
							 
						"
"8718","C37","Commercial Fur Harvesting, Existing","Yes","There are no existing registered traplines in the CR; new traplines can be considered, subject to the 'test of compatibility.'"
"8719","C37","Commercial Fur Harvesting, New","Maybe","There are no existing registered traplines in the CR; new traplines can be considered, subject to the 'test of compatibility.'"
"8720","C37","Commercial Hydro Development","No","
							 
						"
"8721","C37","Commercial Power Generation Development","No","
							 
						"
"8722","C37","Commercial Timber Harvest","No","
							 
						"
"8723","C37","Commercial Tourism (Services and/or Facilities), Existing","Yes","Existing authorized facilities can continue, unless there are significant demonstrated conflicts."
"8724","C37","Commercial Tourism (Services and/or Facilities), New","Maybe","New tourism facilities can be considered during the planning for an individual reserve."
"8725","C37","Energy Transmission and Communications Corridors, Existing","Yes","These facilities should avoid conservation reserve lands wherever possible."
"8726","C37","Energy Transmission and Communications Corridors, New","No","These facilities should avoid conservation reserve lands wherever possible."
"8727","C37","Food Harvest (Commercial), Existing","Maybe","
							 
						"
"8728","C37","Food Harvest (Commercial), New","No","
							 
						"
"8729","C37","Mineral Exploration and Development","No","
							 
						"
"8730","C37","Peat Extraction","No","
							 
						"
"8731","C37","Wild Rice Harvesting, Existing","No","
							 
						"
"8732","C37","Wild Rice Harvesting, New","No","
							 
						"
"8733","C37","Crown Land Disposition, Commercial or Public Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g., reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in the context of the Statement of Conservation Interest or Resource Management Plan.  New leases or land use permits permitted for approved activities.  Tourism facilities can apply to upgrade tenure from LUP to lease."
"8734","C37","Crown Land Disposition, Private Use","Maybe","Sale of lands is not permitted, except for minor dispositions in support of existing uses (e.g., reconstruction of a septic system).  Renewals of existing leases and land use permits are permitted.  Requests for transfer of tenure will be considered in the context of the Statement of Conservation Interest or Resource Management Plan.  New leases or land use permits permitted for approved activities.  Tourism facilities can apply to upgrade tenure from LUP to lease."
"8735","C37","Fire Suppression","Yes","Fire suppression policies are similar to adjacent Crown lands, unless alternative fire policies have been developed through a planning process."
"8736","C37","Fish Habitat Management","Maybe","
							 
						"
"8737","C37","Fish Stocking, Native Species","Maybe","Conservation Reserves policy indicates that 'featured species management' may be permitted."
"8738","C37","Insect/disease Suppression","Maybe","
							 
						"
"8739","C37","Inventory/Monitoring","Yes","
							 
						"
"8740","C37","Prescribed Burning","Maybe","
							 
						"
"8741","C37","Private Recreation Camp, Existing","Yes","Existing camps permitted to continue, and may be eligible for enhanced tenure, but not purchase of land."
